"","Recording_ID","Genus","Specific_epithet","Subspecies","English_name","Recordist","Country","Locality","Latitude","Longitude","Vocalization_type","Audio_file","License","Url","Quality","Time","Date","group","Altitude","sex","stage","method","file.name","Spectrogram_small","Spectrogram_med","Spectrogram_large","Spectrogram_full","osci.small","osci.med","osci.large","Length","Uploaded","Other_species1","Other_species2","Remarks","Bird_seen","animal.seen","Playback_used","temp","regnr","auto","dvc","mic","smp","Other_species","Other_species3","Other_species4","Other_species5","sound.files"
"24","810995","Chrysococcyx","cupreus","","African Emerald Cuckoo","GABRIEL LEITE","Kenya","Kakamega Forest Reserve",0.352,34.861,"song","https://xeno-canto.org/810995/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//xeno-canto.org/810995","B","07:00","2023-06-05","birds","1600","uncertain","adult","field recording","XC810995-Chrysococcyx-cupreus_Kakamega_3012.wav","//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC810995-small.png","//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC810995-med.png","//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC810995-large.png","//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC810995-full.png","//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/wave/XC810995-small.png","//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/wave/XC810995-med.png","//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/wave/XC810995-large.png","0:26","2023-06-24",NA,NA,"","yes","yes","yes","","","no","Mix Pre 3","Sennheiser 67","48000",NA,NA,NA,NA,"Chrysococcyx-cupreus-810995.mp3"
"25","792197","Chrysococcyx","cupreus","","African Emerald Cuckoo","Alain Verneau","Ghana","Ankasa",5.2175,-2.6511,"song","https://xeno-canto.org/792197/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//xeno-canto.org/792197","B","07:00","2023-01-04","birds","70","uncertain","","field recording","XC792197-African-Emerald-Cuckoo_1180.mp3","//xeno-canto.org/sounds/uploaded/NOJNUVZEHB/ffts/XC792197-small.png","//xeno-canto.org/sounds/uploaded/NOJNUVZEHB/ffts/XC792197-med.png","//xeno-canto.org/sounds/uploaded/NOJNUVZEHB/ffts/XC792197-large.png","//xeno-canto.org/sounds/uploaded/NOJNUVZEHB/ffts/XC792197-full.png","//xeno-canto.org/sounds/uploaded/NOJNUVZEHB/wave/XC792197-small.png","//xeno-canto.org/sounds/uploaded/NOJNUVZEHB/wave/XC792197-med.png","//xeno-canto.org/sounds/uploaded/NOJNUVZEHB/wave/XC792197-large.png","0:46","2023-04-10",NA,NA,"","yes","yes","no","","","yes","Olympus LS-12","Seinnheiser","44100",NA,NA,NA,NA,"Chrysococcyx-cupreus-792197.mp3"
"26","792194","Chrysococcyx","cupreus","","African Emerald Cuckoo","Alain Verneau","Ghana","Ankasa",5.2175,-2.6511,"song","https://xeno-canto.org/792194/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//xeno-canto.org/792194","B","07:00","2023-01-04","birds","70","uncertain","","field recording","XC792194-African-Emerald-Cuckoo_1179.mp3","//xeno-canto.org/sounds/uploaded/NOJNUVZEHB/ffts/XC792194-small.png","//xeno-canto.org/sounds/uploaded/NOJNUVZEHB/ffts/XC792194-med.png","//xeno-canto.org/sounds/uploaded/NOJNUVZEHB/ffts/XC792194-large.png","//xeno-canto.org/sounds/uploaded/NOJNUVZEHB/ffts/XC792194-full.png","//xeno-canto.org/sounds/uploaded/NOJNUVZEHB/wave/XC792194-small.png","//xeno-canto.org/sounds/uploaded/NOJNUVZEHB/wave/XC792194-med.png","//xeno-canto.org/sounds/uploaded/NOJNUVZEHB/wave/XC792194-large.png","0:32","2023-04-10",NA,NA,"","yes","yes","no","","","yes","Olympus LS-12","Seinnheiser","44100",NA,NA,NA,NA,"Chrysococcyx-cupreus-792194.mp3"
"27","792193","Chrysococcyx","cupreus","","African Emerald Cuckoo","Alain Verneau","Ghana","Ankasa",5.2175,-2.6511,"song","https://xeno-canto.org/792193/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//xeno-canto.org/792193","B","07:00","2023-01-04","birds","70","uncertain","","field recording","XC792193-African-Emerald-Cuckoo_1178.mp3","//xeno-canto.org/sounds/uploaded/NOJNUVZEHB/ffts/XC792193-small.png","//xeno-canto.org/sounds/uploaded/NOJNUVZEHB/ffts/XC792193-med.png","//xeno-canto.org/sounds/uploaded/NOJNUVZEHB/ffts/XC792193-large.png","//xeno-canto.org/sounds/uploaded/NOJNUVZEHB/ffts/XC792193-full.png","//xeno-canto.org/sounds/uploaded/NOJNUVZEHB/wave/XC792193-small.png","//xeno-canto.org/sounds/uploaded/NOJNUVZEHB/wave/XC792193-med.png","//xeno-canto.org/sounds/uploaded/NOJNUVZEHB/wave/XC792193-large.png","0:25","2023-04-10",NA,NA,"","yes","yes","no","","","yes","Olympus LS-12","Seinnheiser","44100",NA,NA,NA,NA,"Chrysococcyx-cupreus-792193.mp3"
"28","779358","Chrysococcyx","cupreus","","African Emerald Cuckoo","Rick Nuttall","South Africa","H40, Mbona Private Nature Reserve, Karkloof, uMgungundlovu District Municipality, KwaZulu-Natal",-29.2986,30.3653,"song","https://xeno-canto.org/779358/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//xeno-canto.org/779358","B","07:00","1991-09-28","birds","1400","male","adult","field recording","XC779358-19910928_01a_Cuckoo,-African-Emerald_song_Holbeck,-Mbona-Pvt-NR,-Karkloof,-KZN_XC_READY.mp3","//xeno-canto.org/sounds/uploaded/CZDNDLXZWN/ffts/XC779358-small.png","//xeno-canto.org/sounds/uploaded/CZDNDLXZWN/ffts/XC779358-med.png","//xeno-canto.org/sounds/uploaded/CZDNDLXZWN/ffts/XC779358-large.png","//xeno-canto.org/sounds/uploaded/CZDNDLXZWN/ffts/XC779358-full.png","//xeno-canto.org/sounds/uploaded/CZDNDLXZWN/wave/XC779358-small.png","//xeno-canto.org/sounds/uploaded/CZDNDLXZWN/wave/XC779358-med.png","//xeno-canto.org/sounds/uploaded/CZDNDLXZWN/wave/XC779358-large.png","0:23","2023-02-08",NA,NA,"Male singing from canopy of tree in indigenous mistbelt forest. Original analogue recording digitized. Minimal high pass filtering applied; normalized to -6dB.","yes","yes","no","","","no","","","44100","Andropadus importunus",NA,NA,NA,"Chrysococcyx-cupreus-779358.mp3"
"29","762107","Chrysococcyx","cupreus","","African Emerald Cuckoo","Étienne Leroy","Gabon","Mikongo, Lope, Ogooué-Ivindo",-0.3786,11.7003,"song","https://xeno-canto.org/762107/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//xeno-canto.org/762107","B","08:30","2022-10-27","birds","420","male","adult","field recording","XC762107-221027-Coucou-folioticol@Mikongo.mp3","//xeno-canto.org/sounds/uploaded/ZWAQHOJFLZ/ffts/XC762107-small.png","//xeno-canto.org/sounds/uploaded/ZWAQHOJFLZ/ffts/XC762107-med.png","//xeno-canto.org/sounds/uploaded/ZWAQHOJFLZ/ffts/XC762107-large.png","//xeno-canto.org/sounds/uploaded/ZWAQHOJFLZ/ffts/XC762107-full.png","//xeno-canto.org/sounds/uploaded/ZWAQHOJFLZ/wave/XC762107-small.png","//xeno-canto.org/sounds/uploaded/ZWAQHOJFLZ/wave/XC762107-med.png","//xeno-canto.org/sounds/uploaded/ZWAQHOJFLZ/wave/XC762107-large.png","0:13","2022-11-20",NA,NA,"","no","no","no","","","no","","","44100",NA,NA,NA,NA,"Chrysococcyx-cupreus-762107.mp3"
"30","726828","Chrysococcyx","cupreus","","African Emerald Cuckoo","Brendan Sloan","Ghana","Atewa Forest",NA,NA,"song","https://xeno-canto.org/726828/download","//creativecommons.org/licenses/by-nc-nd/4.0/","//xeno-canto.org/726828","B","02:30","2021-10-29","birds","600 masl","","","field recording","XC726828-R07_0063 Emerald cuckoo.mp3","//xeno-canto.org/sounds/uploaded/TNTQAOFHFM/ffts/XC726828-small.png","//xeno-canto.org/sounds/uploaded/TNTQAOFHFM/ffts/XC726828-med.png","//xeno-canto.org/sounds/uploaded/TNTQAOFHFM/ffts/XC726828-large.png","//xeno-canto.org/sounds/uploaded/TNTQAOFHFM/ffts/XC726828-full.png","//xeno-canto.org/sounds/uploaded/TNTQAOFHFM/wave/XC726828-small.png","//xeno-canto.org/sounds/uploaded/TNTQAOFHFM/wave/XC726828-med.png","//xeno-canto.org/sounds/uploaded/TNTQAOFHFM/wave/XC726828-large.png","0:19","2022-05-25",NA,NA,"","no","no","no","","","no","","","48000",NA,NA,NA,NA,"Chrysococcyx-cupreus-726828.mp3"
"31","718997","Chrysococcyx","cupreus","","African Emerald Cuckoo","Peter Boesman","Ghana","Nyamibe Forest (Bonkro)",6.1619,-1.349,"song","https://xeno-canto.org/718997/download","//creativecommons.org/licenses/by-nc-nd/4.0/","//xeno-canto.org/718997","B","07:00","2022-03-21","birds","","","","field recording","XC718997-LS_59913 African Emerald Cuckoo song B.mp3","//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC718997-small.png","//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC718997-med.png","//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC718997-large.png","//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC718997-full.png","//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC718997-small.png","//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC718997-med.png","//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC718997-large.png","0:41","2022-04-26",NA,NA,"","unknown","unknown","unknown","","","no","","","48000",NA,NA,NA,NA,"Chrysococcyx-cupreus-718997.mp3"
"32","718996","Chrysococcyx","cupreus","","African Emerald Cuckoo","Peter Boesman","Ghana","Nyamibe Forest (Bonkro)",6.1619,-1.349,"song","https://xeno-canto.org/718996/download","//creativecommons.org/licenses/by-nc-nd/4.0/","//xeno-canto.org/718996","B","07:00","2022-03-21","birds","","","","field recording","XC718996-LS_59912 African Emerald Cuckoo song B.mp3","//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC718996-small.png","//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC718996-med.png","//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC718996-large.png","//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC718996-full.png","//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC718996-small.png","//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC718996-med.png","//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC718996-large.png","0:25","2022-04-26",NA,NA,"","unknown","unknown","unknown","","","no","","","48000",NA,NA,NA,NA,"Chrysococcyx-cupreus-718996.mp3"
"33","718995","Chrysococcyx","cupreus","","African Emerald Cuckoo","Peter Boesman","Ghana","Atewa Range, Sagyimase",6.235,-0.5365,"song","https://xeno-canto.org/718995/download","//creativecommons.org/licenses/by-nc-nd/4.0/","//xeno-canto.org/718995","B","16:30","2022-03-11","birds","","","","field recording","XC718995-LS_55134 African Emerald Cuckoo song B red-rumped Tinkerbird.mp3","//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC718995-small.png","//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC718995-med.png","//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC718995-large.png","//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC718995-full.png","//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC718995-small.png","//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC718995-med.png","//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC718995-large.png","0:24","2022-04-26",NA,NA,"","unknown","unknown","unknown","","","no","","","48000","Pogoniulus atroflavus",NA,NA,NA,"Chrysococcyx-cupreus-718995.mp3"
"34","709886","Chrysococcyx","cupreus","","African Emerald Cuckoo","András Schmidt","Uganda","Zika Forest (near  Kisubi), Wakiso, Central Region",0.1222,32.5248,"song","https://xeno-canto.org/709886/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//xeno-canto.org/709886","B","12:00","2005-11-26","birds","1100","uncertain","uncertain","field recording","XC709886-Chrysococcyx cupreus051126.mp3","//xeno-canto.org/sounds/uploaded/WMHNJNGJCW/ffts/XC709886-small.png","//xeno-canto.org/sounds/uploaded/WMHNJNGJCW/ffts/XC709886-med.png","//xeno-canto.org/sounds/uploaded/WMHNJNGJCW/ffts/XC709886-large.png","//xeno-canto.org/sounds/uploaded/WMHNJNGJCW/ffts/XC709886-full.png","//xeno-canto.org/sounds/uploaded/WMHNJNGJCW/wave/XC709886-small.png","//xeno-canto.org/sounds/uploaded/WMHNJNGJCW/wave/XC709886-med.png","//xeno-canto.org/sounds/uploaded/WMHNJNGJCW/wave/XC709886-large.png","0:06","2022-03-20",NA,NA,"No modification. In the Zika forest.","unknown","unknown","no","","","no","","","44100",NA,NA,NA,NA,"Chrysococcyx-cupreus-709886.mp3"
"35","706519","Chrysococcyx","cupreus","cupreus","African Emerald Cuckoo","Brendan Sloan","Ghana","Kakum National Park",NA,NA,"song","https://xeno-canto.org/706519/download","//creativecommons.org/licenses/by-nc-nd/4.0/","//xeno-canto.org/706519","B","11:30","2021-11-11","birds","150 masl approx","","","field recording","XC706519-R07_0094 Emerald cuckoo.mp3","//xeno-canto.org/sounds/uploaded/TNTQAOFHFM/ffts/XC706519-small.png","//xeno-canto.org/sounds/uploaded/TNTQAOFHFM/ffts/XC706519-med.png","//xeno-canto.org/sounds/uploaded/TNTQAOFHFM/ffts/XC706519-large.png","//xeno-canto.org/sounds/uploaded/TNTQAOFHFM/ffts/XC706519-full.png","//xeno-canto.org/sounds/uploaded/TNTQAOFHFM/wave/XC706519-small.png","//xeno-canto.org/sounds/uploaded/TNTQAOFHFM/wave/XC706519-med.png","//xeno-canto.org/sounds/uploaded/TNTQAOFHFM/wave/XC706519-large.png","0:38","2022-03-05",NA,NA,"","yes","yes","no","","","no","","","48000",NA,NA,NA,NA,"Chrysococcyx-cupreus-706519.mp3"
"36","700647","Chrysococcyx","cupreus","","African Emerald Cuckoo","András Schmidt","Uganda","Kinkiizi (near  Buhoma), Wilaya ya Kanungu, Mkoa wa Magharibi",-1.0006,29.6189,"song","https://xeno-canto.org/700647/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//xeno-canto.org/700647","B","07:30","2005-11-03","birds","1500","","adult","field recording","XC700647-Chrysococcyx cupreus051103a (online-audio-converter.com).mp3","//xeno-canto.org/sounds/uploaded/WMHNJNGJCW/ffts/XC700647-small.png","//xeno-canto.org/sounds/uploaded/WMHNJNGJCW/ffts/XC700647-med.png","//xeno-canto.org/sounds/uploaded/WMHNJNGJCW/ffts/XC700647-large.png","//xeno-canto.org/sounds/uploaded/WMHNJNGJCW/ffts/XC700647-full.png","//xeno-canto.org/sounds/uploaded/WMHNJNGJCW/wave/XC700647-small.png","//xeno-canto.org/sounds/uploaded/WMHNJNGJCW/wave/XC700647-med.png","//xeno-canto.org/sounds/uploaded/WMHNJNGJCW/wave/XC700647-large.png","0:56","2022-02-06",NA,NA,"No modification. On the way to the Lale trail. ","yes","yes","unknown","","","no","","","44100",NA,NA,NA,NA,"Chrysococcyx-cupreus-700647.mp3"
"37","692106","Chrysococcyx","cupreus","","African Emerald Cuckoo","isaac kilusu","Kenya","Mandegee farm, oloitoktok",-2.9858,37.5975,"song","https://xeno-canto.org/692106/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//xeno-canto.org/692106","B","8:51","2021-12-19","birds","1500","male","adult","field recording","XC692106-african emerald cuckoo 851.mp3","//xeno-canto.org/sounds/uploaded/FAMEEAPTYE/ffts/XC692106-small.png","//xeno-canto.org/sounds/uploaded/FAMEEAPTYE/ffts/XC692106-med.png","//xeno-canto.org/sounds/uploaded/FAMEEAPTYE/ffts/XC692106-large.png","//xeno-canto.org/sounds/uploaded/FAMEEAPTYE/ffts/XC692106-full.png","//xeno-canto.org/sounds/uploaded/FAMEEAPTYE/wave/XC692106-small.png","//xeno-canto.org/sounds/uploaded/FAMEEAPTYE/wave/XC692106-med.png","//xeno-canto.org/sounds/uploaded/FAMEEAPTYE/wave/XC692106-large.png","1:12","2021-12-19",NA,NA,"a male giving the ""prettie judy song""","yes","yes","no","","","no","","","48000",NA,NA,NA,NA,"Chrysococcyx-cupreus-692106.mp3"
"38","690366","Chrysococcyx","cupreus","","African Emerald Cuckoo","isaac kilusu","Kenya","Nalemoru river near  Oloitokitok boys high school, Kajiado County",-2.9488,37.5071,"song","https://xeno-canto.org/690366/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//xeno-canto.org/690366","B","17:12","2021-11-24","birds","1900","male","adult","field recording","XC690366-African emerald cuckoo17 12.mp3","//xeno-canto.org/sounds/uploaded/FAMEEAPTYE/ffts/XC690366-small.png","//xeno-canto.org/sounds/uploaded/FAMEEAPTYE/ffts/XC690366-med.png","//xeno-canto.org/sounds/uploaded/FAMEEAPTYE/ffts/XC690366-large.png","//xeno-canto.org/sounds/uploaded/FAMEEAPTYE/ffts/XC690366-full.png","//xeno-canto.org/sounds/uploaded/FAMEEAPTYE/wave/XC690366-small.png","//xeno-canto.org/sounds/uploaded/FAMEEAPTYE/wave/XC690366-med.png","//xeno-canto.org/sounds/uploaded/FAMEEAPTYE/wave/XC690366-large.png","0:33","2021-12-06",NA,NA,"","yes","yes","no","","","no","","","48000",NA,NA,NA,NA,"Chrysococcyx-cupreus-690366.mp3"
"39","690136","Chrysococcyx","cupreus","","African Emerald Cuckoo","Dawie de Swardt","South Africa","magoebaskloof Hotel, Tzaneen, Limpopo",-23.8881,29.9969,"call","https://xeno-canto.org/690136/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//xeno-canto.org/690136","B","08:00","2021-12-02","birds","1400","uncertain","adult","field recording","XC690136-14CuckooEmerald_MagoebaskloofHotel_20211202_RecForce.mp3","//xeno-canto.org/sounds/uploaded/JDCTKFMBKV/ffts/XC690136-small.png","//xeno-canto.org/sounds/uploaded/JDCTKFMBKV/ffts/XC690136-med.png","//xeno-canto.org/sounds/uploaded/JDCTKFMBKV/ffts/XC690136-large.png","//xeno-canto.org/sounds/uploaded/JDCTKFMBKV/ffts/XC690136-full.png","//xeno-canto.org/sounds/uploaded/JDCTKFMBKV/wave/XC690136-small.png","//xeno-canto.org/sounds/uploaded/JDCTKFMBKV/wave/XC690136-med.png","//xeno-canto.org/sounds/uploaded/JDCTKFMBKV/wave/XC690136-large.png","1:14","2021-12-04",NA,NA,"Recorded with RecForce app","no","no","no","","","no","","","48000",NA,NA,NA,NA,"Chrysococcyx-cupreus-690136.mp3"
"40","679785","Chrysococcyx","cupreus","","African Emerald Cuckoo","Stein Ø. Nilsen","Tanzania","Ruaha Hilltop Lodge, Iringa Region",-7.8282,35.065,"song","https://xeno-canto.org/679785/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//xeno-canto.org/679785","B","05:00","2019-01-01","birds","1000","uncertain","uncertain","field recording","XC679785-ZOOM0001_LR-0001-301218-AFRICAN-EMERALD-CUCKOO-RuahaHilltop.mp3","//xeno-canto.org/sounds/uploaded/TLPLNAINFU/ffts/XC679785-small.png","//xeno-canto.org/sounds/uploaded/TLPLNAINFU/ffts/XC679785-med.png","//xeno-canto.org/sounds/uploaded/TLPLNAINFU/ffts/XC679785-large.png","//xeno-canto.org/sounds/uploaded/TLPLNAINFU/ffts/XC679785-full.png","//xeno-canto.org/sounds/uploaded/TLPLNAINFU/wave/XC679785-small.png","//xeno-canto.org/sounds/uploaded/TLPLNAINFU/wave/XC679785-med.png","//xeno-canto.org/sounds/uploaded/TLPLNAINFU/wave/XC679785-large.png","1:26","2021-10-11",NA,NA,"Overnight recording with Zoom H6 and EM-172 ab 20cm apart on bamboo-stick. Semi-dry bushy area.","no","no","no","","","no","","","48000",NA,NA,NA,NA,"Chrysococcyx-cupreus-679785.mp3"
"41","621765","Chrysococcyx","cupreus","","African Emerald Cuckoo","Stein Ø. Nilsen","Tanzania","Ruaha Hilltop Lodge, Iringa Region",-7.8282,35.065,"song","https://xeno-canto.org/621765/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//xeno-canto.org/621765","B","19:00","2018-12-31","birds","1000","male","","field recording","XC621765-20181231ZO41_20-1900-0001_AfricanEmeraldCuckoo-LR-0001_03.mp3","//xeno-canto.org/sounds/uploaded/TLPLNAINFU/ffts/XC621765-small.png","//xeno-canto.org/sounds/uploaded/TLPLNAINFU/ffts/XC621765-med.png","//xeno-canto.org/sounds/uploaded/TLPLNAINFU/ffts/XC621765-large.png","//xeno-canto.org/sounds/uploaded/TLPLNAINFU/ffts/XC621765-full.png","//xeno-canto.org/sounds/uploaded/TLPLNAINFU/wave/XC621765-small.png","//xeno-canto.org/sounds/uploaded/TLPLNAINFU/wave/XC621765-med.png","//xeno-canto.org/sounds/uploaded/TLPLNAINFU/wave/XC621765-large.png","1:30","2021-02-15",NA,NA,"Zoom H6 EM-172 Recorder set out for several hours.","no","no","no","","","no","","","48000",NA,NA,NA,NA,"Chrysococcyx-cupreus-621765.mp3"
"42","621416","Chrysococcyx","cupreus","","African Emerald Cuckoo","Stein Ø. Nilsen","Tanzania","Ruaha Hilltop Lodge, Iringa Region",-7.8282,35.065,"dawn song, song","https://xeno-canto.org/621416/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//xeno-canto.org/621416","B","06:00","2018-12-31","birds","1000","uncertain","adult","field recording","XC621416-20181231-SANG-treetophotel-ruaha-ZOOM0001_LR-0001_04.mp3","//xeno-canto.org/sounds/uploaded/TLPLNAINFU/ffts/XC621416-small.png","//xeno-canto.org/sounds/uploaded/TLPLNAINFU/ffts/XC621416-med.png","//xeno-canto.org/sounds/uploaded/TLPLNAINFU/ffts/XC621416-large.png","//xeno-canto.org/sounds/uploaded/TLPLNAINFU/ffts/XC621416-full.png","//xeno-canto.org/sounds/uploaded/TLPLNAINFU/wave/XC621416-small.png","//xeno-canto.org/sounds/uploaded/TLPLNAINFU/wave/XC621416-med.png","//xeno-canto.org/sounds/uploaded/TLPLNAINFU/wave/XC621416-large.png","0:54","2021-02-14",NA,NA,"Overnight recording Zoom H6 and EM-172. Thanks to Thibaut Chansac for solving this for me!","no","no","no","","","no","","","48000",NA,NA,NA,NA,"Chrysococcyx-cupreus-621416.mp3"
"43","595802","Chrysococcyx","cupreus","","African Emerald Cuckoo","Tendekayi Guni","South Africa","Greater Plettenberg Bay, South Cape DC, Western Cape",-33.967,23.5627,"uncertain","https://xeno-canto.org/595802/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//xeno-canto.org/595802","B","12:00","2020-08-23","birds","20","","","field recording","XC595802-unknown 7.mp3","//xeno-canto.org/sounds/uploaded/PHBDNIKFEW/ffts/XC595802-small.png","//xeno-canto.org/sounds/uploaded/PHBDNIKFEW/ffts/XC595802-med.png","//xeno-canto.org/sounds/uploaded/PHBDNIKFEW/ffts/XC595802-large.png","//xeno-canto.org/sounds/uploaded/PHBDNIKFEW/ffts/XC595802-full.png","//xeno-canto.org/sounds/uploaded/PHBDNIKFEW/wave/XC595802-small.png","//xeno-canto.org/sounds/uploaded/PHBDNIKFEW/wave/XC595802-med.png","//xeno-canto.org/sounds/uploaded/PHBDNIKFEW/wave/XC595802-large.png","0:21","2020-10-17",NA,NA,"sounds like Chorister Robin-Chat??","no","no","no","","","no","","","44100",NA,NA,NA,NA,"Chrysococcyx-cupreus-595802.mp3"
"44","591478","Chrysococcyx","cupreus","","African Emerald Cuckoo","Derek Solomon","South Africa","Mariepskop",-24.5501,30.9334,"song","https://xeno-canto.org/591478/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//xeno-canto.org/591478","B","08:00","2020-09-24","birds","900","","","field recording","XC591478-Emerald Cuckoo 24-9-20.mp3","//xeno-canto.org/sounds/uploaded/DNKBTPCMSQ/ffts/XC591478-small.png","//xeno-canto.org/sounds/uploaded/DNKBTPCMSQ/ffts/XC591478-med.png","//xeno-canto.org/sounds/uploaded/DNKBTPCMSQ/ffts/XC591478-large.png","//xeno-canto.org/sounds/uploaded/DNKBTPCMSQ/ffts/XC591478-full.png","//xeno-canto.org/sounds/uploaded/DNKBTPCMSQ/wave/XC591478-small.png","//xeno-canto.org/sounds/uploaded/DNKBTPCMSQ/wave/XC591478-med.png","//xeno-canto.org/sounds/uploaded/DNKBTPCMSQ/wave/XC591478-large.png","3:34","2020-09-28","Batis capensis","Cossypha dichroa","Heavy wind affects recording","no","no","no","","","no","","","44100",NA,NA,NA,NA,"Chrysococcyx-cupreus-591478.mp3"
"45","525298","Chrysococcyx","cupreus","","African Emerald Cuckoo","Daniel Danckwerts","Zambia","Mutulanganga area, Southern province",-16.3325,28.7209,"song","https://xeno-canto.org/525298/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//xeno-canto.org/525298","B","08:00","2019-01-06","birds","440","male, uncertain","adult","field recording","XC525298-Cuckoo, African Emerald.mp3","//xeno-canto.org/sounds/uploaded/UDDNOHEKEN/ffts/XC525298-small.png","//xeno-canto.org/sounds/uploaded/UDDNOHEKEN/ffts/XC525298-med.png","//xeno-canto.org/sounds/uploaded/UDDNOHEKEN/ffts/XC525298-large.png","//xeno-canto.org/sounds/uploaded/UDDNOHEKEN/ffts/XC525298-full.png","//xeno-canto.org/sounds/uploaded/UDDNOHEKEN/wave/XC525298-small.png","//xeno-canto.org/sounds/uploaded/UDDNOHEKEN/wave/XC525298-med.png","//xeno-canto.org/sounds/uploaded/UDDNOHEKEN/wave/XC525298-large.png","0:30","2020-02-08",NA,NA,"Persistent calls given from the canopy of thicket. ","yes","yes","no","","","no","","","44100",NA,NA,NA,NA,"Chrysococcyx-cupreus-525298.mp3"
"46","525272","Chrysococcyx","cupreus","","African Emerald Cuckoo","Daniel Danckwerts","Ghana","Kakum NP (walkway)",5.3536,-1.384,"song","https://xeno-canto.org/525272/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//xeno-canto.org/525272","B","08:30","2019-11-06","birds","220","male","adult","field recording","XC525272-Z0000031.MP3","//xeno-canto.org/sounds/uploaded/UDDNOHEKEN/ffts/XC525272-small.png","//xeno-canto.org/sounds/uploaded/UDDNOHEKEN/ffts/XC525272-med.png","//xeno-canto.org/sounds/uploaded/UDDNOHEKEN/ffts/XC525272-large.png","//xeno-canto.org/sounds/uploaded/UDDNOHEKEN/ffts/XC525272-full.png","//xeno-canto.org/sounds/uploaded/UDDNOHEKEN/wave/XC525272-small.png","//xeno-canto.org/sounds/uploaded/UDDNOHEKEN/wave/XC525272-med.png","//xeno-canto.org/sounds/uploaded/UDDNOHEKEN/wave/XC525272-large.png","0:22","2020-02-08",NA,NA,"An adult male calling incessantly from the canopy of the Kakum Forest. ","yes","yes","no","","","no","","","44100",NA,NA,NA,NA,"Chrysococcyx-cupreus-525272.mp3"
